"Spring Hill, Tennessee",2.532544379
"Spring Valley, Nevada",0.01
"Spring Valley, New York",2.177514793
"Spring, Texas",39.02366864
"Springdale, Arkansas",11.26035503
"Springfield, Illinois",27.10650888
"Springfield, Massachusetts",12.28994083
"Springfield, Missouri",33.40828402
"Springfield, Ohio",37
"Springfield, Oregon",18.41420118
"Springfield, Virginia",9.905325444
"Springville, Utah",5.633136095
"St. Charles, Illinois",10.24852071
"St. Charles, Maryland",0.01
"St. Charles, Missouri",7.337278107
"St. Clair Shores, Michigan",4.035502959
"St. Cloud, Florida",5.656804734
"St. Cloud, Minnesota",3.437869822
"St. George, Utah",24.20710059
"St. Joseph, Missouri",3.313609467
"St. Louis Park, Minnesota",1.136094675
"St. Louis, Missouri",42.55621302
"St. Paul, Minnesota",14.59763314
"St. Peters, Missouri",3.289940828
"St. Petersburg, Florida",27.65680473
"Stamford, Connecticut",18.5739645
"Stanton, California",3.124260355
"State College, Pennsylvania",5.514792899
"Staten Island, New York",23.56804734
"Statesboro, Georgia",9.550295858
"Sterling Heights, Michigan",16.07100592
"Stillwater, Oklahoma",13.37869822
"Stockton, California",20.75739645
"Stow, Ohio",8.940828402
"Stratford, Connecticut",2.431952663
"Streamwood, Illinois",1.792899408
"Strongsville, Ohio",9.420118343
"Suffolk, Virginia",17.13017751
"Sugar Land, Texas",30.15976331
"Suitland-Silver Hill, Maryland",0.01
"Summerville, South Carolina",12.93491124
"Sumter, South Carolina",8.183431953
"Sun City, Arizona",7.964497041
"Sun Prairie, Wisconsin",4.763313609
"Sunnyvale, California",20.25443787
"Sunrise Manor, Nevada",0.01
"Sunrise, Florida",20.16568047
"Surprise, Arizona",7.573964497
"Syracuse, New York",13.92307692
"Tacoma, Washington",18.16568047
"Tallahassee, Florida",11.69822485
"Tamarac, Florida",1.449704142
"Tamiami, Florida",0.01
"Tampa, Florida",47.20118343
"Tanner-Williams, Alabama",0.01
"Taunton, Massachusetts",5.360946746
"Taylor, Michigan",15.86390533
"Taylorsville, Utah",9.73964497
"Teaneck, New Jersey",5.840236686
"Temecula, California",20.4556213
"Tempe, Arizona",29.39053254
"Temple City, California",0.911242604
"Temple, Texas",17.32544379
"Terre Haute, Indiana",15.33136095
"Texarkana, Arkansas",4
"The Villages, Florida",6.041420118
"The Woodlands, Texas",4.639053254
"Thornton, Colorado",3.130177515
"Thousand Oaks, California",1.875739645
"Tigard, Oregon",3.035502959
"Tinley Park, Illinois",1.976331361
"Titusville, Florida",4.035502959
"Toledo, Ohio",38.68639053
"Toms River, New Jersey",3.514792899
"Tooele, Utah",2.98816568
"Topeka, Kansas",19.81656805
"Torrance, California",9.562130178
"Torrington, Connecticut",1.094674556
"Town 'n' Country, Florida",0.01
"Towson, Maryland",3.98816568
"Trabuco, California",0.01
"Tracy, California",10.4852071
"Trenton, New Jersey",15.15384615
"Tri-Cities, Alabama",0.01
"Troy, Michigan",28.9704142
"Troy, New York",2.828402367
"Trumbull, Connecticut",1.023668639
"Tuckahoe, Virginia",0.01
"Tucson, Arizona",33.87573964
"Tulare, California",2.224852071
"Tulsa, Oklahoma",46.52071006
"Tupelo, Mississippi",5.550295858
"Turlock, California",4.952662722
"Tuscaloosa, Alabama",17.26627219
"Tustin, California",6.272189349
"Twin Falls, Idaho",14.37869822
"Tyler, Texas",39.68639053
"Union City, California",3.201183432
"Union City, New Jersey",3.118343195
"Union, New Jersey",4.514792899
"Union, New York",3.437869822
"University City, Missouri",3.520710059
"University Place, Washington",2.230769231
"University, Florida",8.236686391
"Upland, California",6.798816568
"Upper Arlington, Ohio",6.556213018
"Upper San Gabriel Valley, California",0.01
"Urbandale, Iowa",14.49704142
"Utica, New York",6.230769231
"Vacaville, California",5.396449704
"Valdosta, Georgia",9.088757396
"Vallejo, California",9.485207101
"Valley Stream, New York",3.307692308
"Valparaiso, Indiana",11.47928994
"Valrico, Florida",5.331360947
"Vancouver, Washington",29.81065089
"Ventura, California",8.875739645
"Verde, Arizona",3
"Vestavia Hills, Alabama",0.195266272
"Victoria, Texas",1.875739645
"Victorville, California",0.875739645
"Vineland, New Jersey",0.337278107
"Virginia Beach, Virginia",51.99408284
"Visalia, California",3.278106509
"Vista, California",9.289940828
"Waco, Texas",23.23076923
"Waipahu, Hawaii",1.881656805
"Wake Forest, North Carolina",1.130177515
"Waldorf, Maryland",11.60946746
"Walla Walla, Washington",4.881656805
"Wallingford, Connecticut",4.869822485
"Walnut Creek, California",12.20710059
"Walnut, California",4.26035503
"Waltham, Massachusetts",7.710059172
"Warner Robins, Georgia",7.272189349
"Warren, Michigan",16.5443787
"Warren, Ohio",24.78698225
"Warwick, Rhode Island",10.50295858
"Waterbury, Connecticut",11.66272189
"Waterford, Michigan",7.964497041
"Waterloo, Iowa",33.27810651
"Watertown, Massachusetts",3.863905325
"Watsonville, California",8.053254438
"Waukegan, Illinois",10.37869822
"Waukesha, Wisconsin",9.550295858
"Wausau, Wisconsin",7.071005917
"Wauwatosa, Wisconsin",5.26035503
"Waxahachie, Texas",8.674556213
"Wayne, New Jersey",17.06508876
"Wellington, Florida",21.89940828
"Wenatchee, Washington",16.59171598
"Wentzville, Missouri",9.431952663
"Weslaco, Texas",22
"Westfield, Indiana",11.72781065
"Westfield, Massachusetts",4.437869822
"Westfield, New Jersey",4.73964497
"Westlake, Ohio",23.69822485
"Westland, Michigan",12.93491124
"Westminster, California",6.485207101
"Westminster, Colorado",20.35502959
"Westmont, California",0.01
"Weston, Florida",17.10650888
"Westside, California",0.01
"Weymouth Town, Massachusetts",0.01
"Weymouth, Massachusetts",6.585798817
"Wheat Ridge, Colorado",12.98816568
"Wheaton, Illinois",15.82248521
"Wheaton, Maryland",5.449704142
"Wheaton-Glenmont, Maryland",0.01
"Wheeling, Illinois",6.75147929
"White Plains, New York",18.40236686
"Whitney, Nevada",0.01
"Whittier, California",16.80473373
"Wichita Falls, Texas",13.36686391
"Wichita, Kansas",38.84023669
"Wildomar, California",1.029585799
"Wildwood, Missouri",1.479289941
"Wilkes-Barre, Pennsylvania",3.230769231
"Willowbrook, California",0.195266272
"Wilmington, Delaware",36.77514793
"Wilmington, North Carolina",14.58579882
"Wilson, North Carolina",3.224852071
"Winston-Salem, North Carolina",9.313609467
"Winter Garden, Florida",9.301775148
"Winter Haven, Florida",17.97633136
"Winter Springs, Florida",4.798816568
"Woburn, Massachusetts",3.905325444
"Woodbury, Minnesota",9.946745562
"Woodland, California",13.31952663
"Woodlawn, Maryland",0.01
"Woodridge, Illinois",7.917159763
